timestamp_us,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_C,rpm
0,-0.17749,1.347778,-5.0,-1.53,8.08,39.31,39.29,3896.0
4,0.457153,-0.518799,1.208984,5.27,-14.48,-6.58,38.5,3896.0
8,0.586182,0.257446,0.835205,7.8,5.29,-4.04,38.5,3896.0
12,-0.212891,0.554199,0.952026,-6.98,12.76,7.37,38.5,3896.0
16,-0.019043,0.516724,0.81311,-3.44,13.44,2.13,38.5,3896.0
20,-0.555664,0.026855,1.263306,-12.22,2.58,11.51,38.5,3896.0
24,0.178345,-0.576782,1.292236,0.6,-16.5,-3.52,38.5,3896.0
28,0.621338,0.000488,0.884277,9.48,0.82,-7.37,38.5,3896.0
32,-0.008545,0.526856,0.818604,-2.83,13.52,2.39,38.5,3896.0
36,0.19104,0.47644,0.769775,1.13,12.43,1.14,38.5,3896.0
40,-0.456177,0.256714,1.154663,-11.75,7.18,13.56,38.5,3896.0
44,-0.140747,-0.527222,1.344971,-4.02,-14.45,-1.27,38.5,3896.0
48,0.663574,-0.229614,1.017944,8.55,-5.16,-9.56,38.5,3896.0
52,0.20459,0.473145,0.764404,1.6,12.38,1.56,38.5,3896.0
56,0.46582,0.37207,0.799927,5.11,9.03,-0.28,38.5,3896.0
60,-0.35791,0.470093,1.055786,-8.95,10.79,10.85,38.5,3896.0
64,-0.421997,-0.396362,1.347412,-8.74,-9.12,1.37,38.5,3896.0
68,0.580688,-0.406006,1.124512,6.4,-11.18,-9.92,38.5,3896.0
72,0.490112,0.368286,0.797485,5.53,8.77,-0.11,38.5,3896.0
76,0.602417,0.161621,0.84375,8.31,3.99,-3.11,38.5,3896.0
80,-0.179565,0.540649,0.908325,-5.29,13.53,5.97,38.5,3896.0
84,-0.580566,-0.119141,1.337158,-11.42,-1.68,6.6,38.5,3896.0
88,0.383179,-0.561646,1.2052,2.85,-15.74,-6.34,38.5,3896.0
92,0.620483,0.151489,0.848144,8.6,3.75,-3.35,38.5,3896.0
96,0.658569,-0.098145,0.940064,8.33,-1.39,-7.88,38.5,3896.0
100,0.043457,0.533081,0.793701,-0.85,14.05,3.0,38.5,3896.0
104,-0.518921,0.144043,1.252686,-11.89,4.89,11.96,38.5,3896.0
108,0.067261,-0.569702,1.326294,-2.21,-16.18,-2.4,38.5,3896.0
112,0.640259,-0.115356,0.964356,8.54,-1.74,-8.03,38.5,3896.0
116,0.661499,-0.28833,1.04541,7.63,-7.05,-10.82,38.5,3896.0
120,0.351685,0.42395,0.775879,3.08,11.45,1.53,38.5,3896.0
124,-0.410522,0.315308,1.095459,-10.25,9.11,12.65,38.5,3896.0
128,-0.290405,-0.476318,1.355591,-5.92,-12.73,-0.8,38.5,3896.0
132,0.65979,-0.296021,1.048096,7.77,-8.02,-11.27,38.5,3896.0
136,0.498413,-0.489624,1.139771,5.54,-13.56,-8.5,38.5,3896.0
140,0.574341,0.301147,0.824707,6.96,6.18,-0.9,38.5,3896.0
144,-0.277222,0.489746,0.973267,-7.82,12.5,8.95,38.5,3896.0
148,-0.504883,-0.300049,1.364014,-10.67,-5.26,2.85,38.5,3896.0
152,0.487671,-0.498169,1.133789,5.17,-12.05,-8.42,38.5,3896.0
156,0.334595,-0.578979,1.265137,1.24,-17.36,-3.75,38.5,3896.0
160,0.654297,0.057495,0.879395,9.2,2.18,-5.38,38.5,3896.0
164,-0.104126,0.562866,0.855835,-3.48,15.36,5.21,38.5,3896.0
168,-0.629761,0.018188,1.343872,-12.28,1.37,8.76,38.5,3896.0
172,0.279663,-0.580811,1.271973,0.76,-17.46,-3.9,38.5,3896.0
176,-0.079468,-0.539062,1.345581,-3.54,-15.16,-1.59,38.5,3896.0
180,0.614502,-0.22229,0.971436,8.54,-4.11,-9.67,38.5,3896.0
184,-0.43335,0.370239,1.101196,-10.93,9.15,13.03,38.5,3896.0
188,-0.275635,-0.485107,1.359253,-6.37,-12.05,-0.63,38.5,3896.0
192,0.634277,-0.330444,1.046143,7.8,-7.34,-9.73,38.5,3896.0
196,0.371338,0.452881,0.780884,3.32,10.06,0.58,38.5,3896.0
200,0.550415,0.306763,0.832275,6.84,6.6,-2.21,38.5,3896.0
204,-0.294434,0.547607,0.991333,-7.79,12.53,9.82,38.5,3896.0
208,-0.504272,-0.303345,1.346558,-10.87,-5.94,4.36,38.5,3896.0
212,0.523315,-0.505249,1.178955,5.6,-13.4,-7.26,38.5,3896.0
216,0.556274,0.294678,0.827393,7.02,6.14,-2.85,38.5,3896.0
220,0.600708,0.071655,0.875,9.52,2.02,-6.34,38.5,3896.0
224,-0.064819,0.544434,0.848511,-3.94,13.37,3.92,38.5,3896.0
228,-0.551758,-0.022339,1.285156,-12.34,0.99,10.34,38.5,3896.0
232,0.251709,-0.575562,1.277832,1.71,-15.78,-4.5,38.5,3896.0
236,0.590576,0.063843,0.879883,9.37,1.98,-5.72,38.5,3896.0
240,0.654175,-0.184448,0.982178,8.95,-2.94,-9.37,38.5,3896.0
244,0.116943,0.500488,0.773193,0.62,12.5,1.67,38.5,3896.0
248,-0.448853,0.194214,1.163208,-11.9,5.83,13.28,38.5,3896.0
252,-0.065186,-0.539307,1.333252,-3.2,-14.67,-2.42,38.5,3896.0
256,0.65686,-0.192993,0.995483,8.85,-3.25,-8.64,38.5,3896.0
260,0.615723,-0.358521,1.111328,7.11,-9.23,-10.14,38.5,3896.0
264,0.419922,0.396729,0.796631,4.5,9.56,0.38,38.5,3896.0
268,-0.384277,0.44812,1.075806,-9.89,10.34,12.05,38.5,3896.0
272,-0.357056,-0.451782,1.345703,-8.01,-9.7,0.44,38.5,3896.0
276,0.603516,-0.373657,1.112427,6.94,-9.44,-9.37,38.5,3896.0
280,-0.14563,0.562866,0.902466,-5.21,12.94,5.48,38.5,3896.0
284,-0.553711,-0.117432,1.310913,-12.09,-1.5,8.18,38.5,3896.0
288,0.430786,-0.541626,1.197388,4.02,-13.99,-6.83,38.5,3896.0
292,0.576538,0.219971,0.842651,8.01,4.91,-2.2,38.5,3896.0
296,-0.213745,0.540649,0.939087,-5.81,12.68,6.97,38.5,3896.0
300,-0.538818,-0.183838,1.319702,-11.02,-3.17,5.18,38.5,3896.0
304,0.422119,-0.541626,1.196289,3.68,-14.47,-7.42,38.5,3896.0
308,0.035156,0.518677,0.78125,-0.86,13.18,1.91,38.5,3896.0
312,-0.496094,0.112549,1.196533,-12.31,4.4,12.45,38.5,3896.0
316,0.15625,-0.571533,1.290894,-1.21,-16.5,-3.65,38.5,3896.0
320,0.640625,-0.055298,0.926758,8.7,-0.77,-6.27,38.5,3896.0
324,-0.008667,0.54834,0.823975,-1.47,13.91,3.47,38.5,3896.0
328,-0.54187,0.113525,1.26355,-11.7,3.52,11.34,38.5,3896.0
332,0.141602,-0.571777,1.300537,-1.5,-16.26,-3.43,38.5,3896.0
336,0.322632,0.426758,0.781738,3.26,10.9,1.11,38.5,3896.0
340,-0.416016,0.381836,1.098511,-11.01,8.6,12.69,38.5,3896.0
344,-0.206421,-0.499023,1.33667,-5.43,-13.71,-1.38,38.5,3896.0
348,0.641479,-0.263794,1.043457,7.61,-6.29,-10.24,38.5,3896.0
352,0.293823,0.450562,0.782471,2.72,12.02,2.23,38.5,3896.0
356,-0.427734,0.30957,1.103272,-10.49,7.9,13.64,38.5,3896.0
360,-0.199341,-0.494507,1.340332,-5.76,-13.39,-1.64,38.5,3896.0
364,0.550903,0.286865,0.828857,7.05,6.93,-1.28,38.5,3896.0
368,-0.272339,0.53479,0.978638,-7.05,11.85,8.62,38.5,3896.0
372,-0.475586,-0.354004,1.342529,-9.73,-7.26,1.35,38.5,3896.0
376,0.532593,-0.464722,1.139526,5.73,-11.63,-9.77,38.5,3896.0
380,0.517456,0.324463,0.833496,6.15,8.15,0.33,38.5,3896.0
384,-0.354248,0.464722,0.996216,-7.82,12.18,10.8,38.5,3896.0
388,-0.524536,-0.326538,1.348633,-9.68,-7.67,0.86,38.5,3896.0
392,0.625244,0.020386,0.892578,9.02,1.47,-5.17,38.5,3896.0
396,-0.061523,0.544678,0.842285,-2.56,13.59,4.02,38.5,3896.0
400,-0.595703,-0.035889,1.362061,-12.27,0.39,7.98,38.5,3896.0
404,0.328369,-0.574951,1.25647,1.8,-15.91,-4.51,38.5,3896.0
408,0.622192,0.099487,0.867432,8.85,2.35,-4.15,38.5,3896.0
412,-0.101685,0.561035,0.851807,-4.16,13.95,5.41,38.5,3896.0
416,-0.557129,-0.008057,1.317017,-12.5,0.21,9.26,38.5,3896.0
420,0.650024,-0.21875,1.026367,8.05,-4.54,-9.85,38.5,3896.0
424,0.200684,0.477295,0.777954,1.91,12.4,2.31,38.5,3896.0
428,-0.469482,0.194702,1.195679,-11.12,5.12,12.23,38.5,3896.0
432,0.049927,-0.552857,1.335938,-3.18,-15.41,-2.04,38.5,3896.0
436,0.634766,-0.194092,0.964966,8.47,-1.95,-9.82,38.5,3896.0
440,0.110352,0.509521,0.78894,0.85,14.69,2.47,38.5,3896.0
444,-0.525635,0.210937,1.176514,-11.07,5.81,12.07,38.5,3896.0
448,0.562134,-0.424561,1.120361,6.37,-10.66,-9.89,38.5,3896.0
452,0.491211,0.357788,0.80542,5.76,8.41,0.59,38.5,3896.0
456,-0.410278,0.383789,1.028687,-9.51,11.18,13.15,38.5,3896.0
460,-0.405518,-0.43457,1.355469,-7.8,-10.44,-0.47,38.5,3896.0
464,0.598755,-0.384888,1.081299,6.7,-9.78,-10.33,38.5,3896.0
468,0.461426,0.410156,0.814575,4.69,9.02,0.84,38.5,3896.0
472,-0.379395,0.381714,1.035767,-9.38,10.11,11.7,38.5,3896.0
476,0.362061,-0.571045,1.217163,2.21,-15.66,-5.05,38.5,3896.0
480,0.614136,0.130981,0.860474,9.03,3.24,-3.63,38.5,3896.0
484,-0.249268,0.552124,0.934204,-6.27,12.89,7.68,38.5,3896.0
488,-0.560547,-0.175903,1.363281,-11.55,-4.22,4.54,38.5,3896.0
492,0.487427,-0.542603,1.201782,3.84,-15.24,-5.97,38.5,3896.0
496,0.61377,0.227173,0.846924,8.4,4.54,-3.57,38.5,3896.0
500,-0.209106,0.562134,0.927124,-6.06,13.93,6.75,38.5,3896.0
504,0.031494,-0.555054,1.325318,-2.82,-16.15,-1.89,38.5,3896.0
508,0.664429,-0.16333,0.964722,8.55,-2.85,-9.04,38.5,3896.0
512,-0.008545,0.554077,0.810303,-1.58,14.18,3.52,38.5,3896.0
516,-0.530029,0.08667,1.239258,-12.25,2.92,12.56,38.5,3896.0
520,0.146606,-0.580811,1.314453,-1.43,-16.5,-3.56,38.5,3896.0
524,0.590576,-0.064209,0.908691,9.28,-0.06,-8.71,38.5,3896.0
528,0.009521,0.535156,0.804077,-1.27,14.22,3.31,38.5,3896.0
532,-0.347168,-0.447266,1.354492,-7.44,-11.11,-0.06,38.5,3896.0
536,0.620605,-0.380615,1.079956,6.95,-8.84,-10.66,38.5,3896.0
540,0.285034,0.481201,0.7854,2.58,11.74,2.08,38.5,3896.0
544,-0.46228,0.311279,1.119751,-11.67,7.84,13.48,38.5,3896.0
548,-0.197998,-0.51355,1.361816,-5.57,-13.66,-1.63,38.5,3896.0
552,0.639404,-0.298462,1.029175,7.79,-6.1,-9.72,38.5,3896.0
556,0.299927,0.461914,0.772217,2.1,11.2,1.38,38.5,3896.0
560,-0.567383,-0.190308,1.362671,-11.66,-3.46,3.89,38.5,3896.0
564,0.452271,-0.545044,1.195435,3.81,-14.51,-6.2,38.5,3896.0
568,0.514771,0.359619,0.816895,6.02,7.46,-1.22,38.5,3896.0
572,-0.328857,0.502197,1.029541,-8.77,11.02,10.85,38.5,3896.0
576,-0.431274,-0.383301,1.352295,-9.74,-7.66,2.85,38.5,3896.0
580,0.576172,-0.458252,1.150757,6.6,-11.53,-8.46,38.5,3896.0
584,0.514893,0.352539,0.817505,5.89,7.73,-2.08,38.5,3896.0
588,0.567505,0.149048,0.86377,9.02,3.71,-5.63,38.5,3896.0
592,-0.140381,0.564819,0.898926,-4.92,13.15,4.79,38.44,4075.0
596,-0.407715,0.406128,1.086914,-10.98,9.07,13.06,38.44,3716.0
600,-0.304443,-0.484253,1.351685,-6.78,-11.16,0.93,38.44,3716.0
604,0.640381,-0.345337,1.088013,7.61,-8.18,-9.79,38.44,3716.0
608,0.380981,0.431641,0.792236,3.56,10.31,0.1,38.44,3716.0
612,0.158691,-0.582764,1.290527,-0.85,-16.05,-3.61,38.44,4075.0
616,0.64856,-0.053711,0.919922,8.84,-0.12,-6.73,38.44,4075.0
620,-0.015259,0.527466,0.81958,-1.6,13.89,3.59,38.44,4075.0
624,-0.528198,0.095459,1.268555,-11.75,3.55,11.69,38.44,4075.0
628,0.452759,-0.512939,1.193604,5.15,-13.62,-7.7,38.44,3716.0
632,0.57019,0.265869,0.844238,7.56,5.97,-2.83,38.44,3716.0
636,-0.417236,0.299438,1.125732,-10.44,7.73,13.0,38.44,4075.0
640,-0.178955,-0.502075,1.342163,-5.08,-13.53,-1.9,38.44,4075.0
644,0.640259,-0.260376,1.058472,7.95,-5.79,-10.18,38.44,4075.0
648,0.268066,0.442993,0.779053,2.84,12.08,1.89,38.44,4075.0
652,-0.42041,0.307129,1.115601,-10.37,7.47,13.12,38.44,4075.0
656,0.182373,-0.580322,1.287354,0.09,-15.6,-3.77,38.44,3716.0
660,0.619507,-0.006348,0.906128,9.28,0.69,-6.42,38.44,3716.0
664,-0.32373,0.464478,0.987061,-7.88,11.29,10.34,38.44,4075.0
668,-0.44812,-0.338257,1.341553,-9.33,-7.48,1.09,38.44,4075.0
672,0.540283,-0.444092,1.121216,5.98,-11.35,-8.73,38.44,4075.0
676,0.521484,0.335449,0.824585,6.16,7.65,0.09,38.44,4075.0
680,-0.318604,0.46936,0.983521,-8.05,11.6,9.89,38.44,4075.0
684,-0.143311,-0.517822,1.334961,-4.77,-13.89,-1.37,38.44,3716.0
688,0.658936,-0.248657,1.033203,8.01,-5.27,-8.96,38.44,3716.0
692,-0.150269,0.553223,0.896362,-4.32,13.81,5.85,38.44,4075.0
696,-0.589966,-0.039063,1.34375,-12.11,-0.53,7.45,38.44,4075.0
700,0.341919,-0.570068,1.23584,1.69,-15.85,-4.6,38.44,4075.0
704,0.606445,0.095825,0.87561,8.66,2.62,-4.09,38.44,4075.0
708,-0.130249,0.55835,0.880005,-4.11,13.97,5.53,38.44,4075.0
712,-0.447388,-0.357544,1.33374,-9.51,-7.71,1.1,38.44,3716.0
716,0.540649,-0.449341,1.139893,5.73,-11.64,-9.5,38.44,3716.0
720,0.05127,0.532837,0.831543,0.39,14.65,2.98,38.44,4075.0
724,-0.589966,0.213257,1.216553,-11.27,4.78,13.13,38.44,4075.0
728,0.017822,-0.530151,1.301392,-3.08,-19.89,-2.66,38.44,4075.0
732,0.712524,-0.149414,0.925171,8.31,-4.62,-9.47,38.44,4075.0
736,0.158203,0.52002,0.78418,0.05,13.48,2.77,38.44,4075.0
740,-0.577026,-0.030884,1.313965,-11.94,0.15,7.75,38.44,3716.0
744,0.311523,-0.580444,1.238403,1.34,-15.95,-5.11,38.44,3716.0
748,0.003784,-0.546631,1.327148,-3.27,-15.89,-1.86,38.44,3716.0
752,0.640015,-0.161743,0.991455,8.36,-3.06,-9.34,38.44,3716.0
756,0.130615,0.50415,0.791504,0.85,13.44,2.54,38.44,3716.0
760,-0.462402,0.213501,1.185669,-11.17,5.85,12.01,38.44,3716.0
764,-0.031616,-0.53894,1.337891,-3.66,-15.46,-2.08,38.44,3716.0
768,-0.343506,-0.452759,1.33728,-7.63,-10.52,-0.42,38.44,3716.0
772,0.595337,-0.372559,1.093628,7.04,-9.04,-10.84,38.44,3716.0
776,0.435181,0.400757,0.791992,4.75,9.99,1.26,38.44,3716.0
780,-0.391846,0.388794,1.017456,-9.21,10.02,11.64,38.44,3716.0
784,-0.370117,-0.426514,1.345337,-8.1,-10.46,-0.12,38.44,3716.0
788,-0.551392,-0.173828,1.360962,-11.48,-3.26,4.05,38.44,3716.0
792,0.427856,-0.545654,1.193359,3.68,-14.6,-6.14,38.44,3716.0
796,0.603394,0.205566,0.853882,8.45,4.49,-2.5,38.44,3716.0
800,-0.203491,0.544678,0.920288,-5.78,13.32,7.97,38.44,3716.0
804,-0.589233,-0.138184,1.360474,-11.81,-2.75,5.55,38.44,3716.0
808,-0.529541,0.132935,1.257568,-11.88,3.63,10.65,38.44,3716.0
812,0.138916,-0.569946,1.313843,-1.75,-16.5,-2.44,38.44,3716.0
816,0.631226,-0.109619,0.917847,9.24,-1.4,-8.58,38.44,3716.0
820,0.025635,0.552612,0.807251,-0.69,14.45,3.26,38.44,3716.0
824,-0.519043,0.151978,1.236572,-11.92,3.73,11.69,38.44,3716.0
828,-0.417969,0.315063,1.071045,-10.4,8.45,13.49,38.44,3716.0
832,-0.274292,-0.484497,1.354004,-6.24,-12.73,-1.17,38.44,3716.0
836,0.635864,-0.338257,1.04895,7.54,-7.18,-10.95,38.44,3716.0
840,0.361572,0.453613,0.791016,3.47,11.31,1.64,38.44,3716.0
844,-0.427856,0.333984,1.06189,-10.51,8.69,12.91,38.44,3716.0
848,-0.293701,0.521973,0.982056,-7.78,12.44,9.33,38.44,3716.0
852,-0.510132,-0.287109,1.36499,-10.61,-5.76,3.02,38.44,3716.0
856,0.529053,-0.496826,1.162231,5.38,-13.24,-7.69,38.44,3716.0
860,0.575195,0.309448,0.843018,7.41,6.23,-1.6,38.44,3716.0
864,-0.285278,0.539551,0.980591,-7.52,12.34,8.89,38.44,3716.0
868,-0.083008,0.556763,0.833618,-3.32,14.23,4.39,38.44,3716.0
872,-0.555054,-0.007202,1.283081,-12.24,0.92,10.83,38.44,3716.0
876,0.246338,-0.583496,1.280396,0.76,-16.08,-4.41,38.44,3716.0
880,0.604736,0.036743,0.877319,9.63,1.48,-7.35,38.44,3716.0
884,-0.060059,0.542603,0.830689,-3.04,13.86,4.03,38.44,3716.0
888,0.164917,0.503296,0.772705,0.92,12.8,1.69,38.44,3716.0
892,-0.458252,0.209351,1.148682,-12.23,6.3,13.56,38.44,3716.0
896,-0.094849,-0.539917,1.347534,-3.47,-14.62,-1.9,38.44,3716.0
900,0.635254,-0.226196,0.990112,8.98,-3.74,-9.15,38.44,3716.0
904,0.162354,0.503296,0.768799,0.78,12.7,1.6,38.44,3716.0
908,0.441772,0.411621,0.802734,4.6,9.19,-0.73,38.44,3716.0
912,-0.373901,0.471191,1.066528,-9.95,9.91,11.87,38.44,3716.0
916,-0.373413,-0.441406,1.345581,-7.98,-9.47,1.57,38.44,3716.0
920,0.609253,-0.381958,1.117554,7.37,-9.9,-9.23,38.44,3716.0
924,0.437866,0.395752,0.801392,4.64,9.34,-0.53,38.44,3716.0
928,0.574707,0.225342,0.854004,8.02,5.24,-3.95,38.44,3716.0
932,-0.199097,0.552857,0.937622,-6.21,12.3,6.56,38.44,3716.0
936,-0.524414,-0.17981,1.322144,-11.66,-2.84,6.93,38.44,3716.0
940,0.395142,-0.542358,1.212891,4.03,-14.34,-6.69,38.44,3716.0
944,0.583618,0.199219,0.854614,8.31,4.63,-3.64,38.44,3716.0
948,0.630005,-0.049683,0.929443,9.33,0.03,-7.34,38.44,3716.0
952,0.003906,0.527588,0.795044,-1.54,13.29,3.0,38.44,3956.0
956,-0.34021,-0.446777,1.334595,-7.46,-10.78,-0.75,38.44,3956.0
960,0.611328,-0.357422,1.09436,6.98,-9.02,-10.41,38.44,3956.0
964,0.418213,0.393677,0.792114,4.47,10.21,1.01,38.44,3956.0
968,-0.39624,0.390381,1.035767,-9.49,9.44,12.23,38.44,3956.0
972,-0.245361,0.536987,0.945557,-6.42,12.89,8.14,38.44,3956.0
976,-0.550903,-0.197754,1.352417,-11.47,-3.48,4.29,38.44,3956.0
980,0.437256,-0.544189,1.186279,4.09,-14.31,-6.61,38.44,3956.0
984,0.588867,0.21875,0.847534,8.09,5.1,-1.92,38.44,3956.0
988,-0.237427,0.534546,0.925415,-6.13,13.24,7.34,38.44,3956.0
992,-0.0177,0.556519,0.826416,-1.6,14.23,3.38,38.44,3956.0
996,-0.549438,0.115112,1.27832,-12.1,3.14,11.04,38.44,3956.0
1000,0.175903,-0.568848,1.297607,-1.21,-16.68,-2.89,38.44,3956.0
1004,-0.058655,0.454956,0.210937,-9.29,1.95,0.0,39.5,4500.0
1008,-0.211304,0.460571,0.963501,-11.24,10.73,5.12,39.5,4500.0
1012,-0.452148,-0.309204,1.373047,-9.89,-3.73,9.17,39.5,4500.0
1016,0.467041,-0.455566,1.180664,9.37,-13.67,-4.3,39.5,4500.0
1020,0.489136,0.344116,0.828613,6.8,6.31,-6.69,39.5,4500.0
1024,-0.201294,0.463867,0.977173,-11.44,10.74,4.76,39.5,4500.0
1028,-0.039063,0.492676,0.828247,-8.17,11.57,-0.49,39.5,4500.0
1032,-0.465698,-0.113647,1.298218,-12.5,1.74,13.95,39.5,4500.0
1036,0.182373,-0.557251,1.286011,5.47,-15.39,-1.66,39.5,4500.0
1040,0.528564,0.120117,0.871826,10.0,2.85,-9.13,39.5,4500.0
1044,-0.031372,0.495361,0.840454,-7.95,11.05,-0.65,39.5,4500.0
1048,0.105347,0.532959,0.767334,-3.11,11.18,-1.87,39.5,4500.0
1052,-0.397217,0.090942,1.195068,-14.13,5.35,13.74,39.5,4500.0
1056,-0.119995,-0.563599,1.346313,0.17,-13.42,0.01,39.5,4500.0
1060,0.646606,-0.086792,0.989014,11.07,-2.54,-8.14,39.5,4500.0
1064,0.101074,0.522095,0.765503,-2.84,10.78,-1.79,39.5,4500.0
1068,0.325195,0.458862,0.787354,2.27,9.71,-3.21,39.5,4500.0
1072,-0.352661,0.362305,1.106445,-13.19,8.3,10.66,39.5,4500.0
1076,-0.326294,-0.504761,1.355347,-5.68,-9.3,3.79,39.5,4500.0
1080,0.623047,-0.270996,1.116577,10.79,-8.92,-6.98,39.5,4500.0
1084,0.340698,0.459106,0.796509,2.88,9.46,-2.87,39.5,4500.0
1088,0.493286,0.296143,0.828125,6.71,6.85,-5.98,39.5,4500.0
1092,-0.200317,0.483521,0.967285,-10.01,10.15,4.47,39.5,4500.0
1096,-0.449585,-0.283813,1.354126,-10.4,-3.12,8.4,39.5,4500.0
1100,0.412354,-0.479126,1.193848,8.25,-13.96,-4.35,39.5,4500.0
1104,0.504639,0.285889,0.838135,7.12,6.37,-5.7,39.5,4500.0
1108,0.583374,0.066772,0.893677,9.5,2.34,-8.06,39.5,4500.0
1112,-0.028564,0.510498,0.82959,-5.74,11.73,0.19,39.5,4500.0
1116,-0.493774,-0.012451,1.310425,-12.67,2.08,13.05,39.5,4500.0
1120,0.154907,-0.561279,1.285278,3.06,-15.97,-2.34,39.5,4500.0
1124,0.605225,0.046387,0.910522,9.51,1.78,-8.27,39.5,4500.0
1128,0.643799,-0.142334,1.029541,9.95,-3.68,-8.46,39.5,4500.0
1132,0.171631,0.486084,0.772949,-0.21,11.4,-1.23,39.5,4500.0
1136,-0.384644,0.21228,1.16394,-12.4,6.56,14.34,39.5,4500.0
1140,-0.178223,-0.534302,1.3479,-2.75,-14.05,-0.36,39.5,4500.0
1144,0.660767,-0.160278,1.037231,9.71,-4.82,-8.84,39.5,4500.0
1148,0.577881,-0.362915,1.123779,8.62,-10.5,-7.37,39.5,4500.0
1152,0.420166,0.39624,0.810059,4.49,8.67,-3.05,39.5,4500.0
1156,-0.292969,0.395508,1.026367,-10.44,9.79,11.11,39.5,4500.0
1160,-0.451904,-0.410278,1.36377,-8.24,-7.51,2.17,39.5,4500.0
1164,0.56665,-0.384277,1.123291,8.42,-11.6,-8.0,39.5,4500.0
1168,0.383545,-0.530396,1.200562,5.31,-16.01,-3.47,39.5,4500.0
1172,0.559937,0.181763,0.848022,8.13,4.78,-6.11,39.5,4500.0
1176,-0.136719,0.523071,0.911499,-7.37,12.16,4.76,39.5,4500.0
1180,-0.557983,-0.116699,1.373657,-11.43,-0.66,9.67,39.5,4500.0
1184,0.349854,-0.536743,1.221924,5.24,-16.0,-3.62,39.5,4500.0
1188,-0.260376,-0.510254,1.3573,-4.17,-12.7,-0.82,39.5,4500.0
1192,0.624756,-0.038086,0.946777,9.49,-0.3,-9.7,39.5,4500.0
1196,0.040161,0.519287,0.797241,-2.94,12.9,0.2,39.5,4500.0
1200,-0.470215,0.105103,1.264526,-12.15,4.44,14.12,39.5,4500.0
1204,0.05249,-0.544922,1.332153,0.2,-16.84,-1.82,39.5,4500.0
1208,-0.283569,-0.505615,1.361938,-4.63,-11.85,-0.15,39.5,4500.0
1212,0.63855,-0.252563,1.049683,9.59,-6.63,-10.21,39.5,4500.0
1216,0.293945,0.465332,0.784058,1.61,11.27,-1.7,39.5,4500.0
1220,-0.375366,0.265137,1.077271,-11.65,8.22,14.04,39.5,4500.0
1224,-0.295776,-0.501709,1.370117,-4.71,-12.18,0.66,39.5,4500.0
1228,-0.510132,-0.331909,1.385864,-9.46,-5.34,4.32,39.5,4500.0
1232,0.530884,-0.445679,1.145874,7.71,-13.19,-6.13,39.5,4500.0
1236,0.517212,0.369873,0.840576,6.11,7.36,-4.39,39.5,4500.0
1240,-0.259277,0.437988,0.973877,-10.02,11.11,8.66,39.5,4500.0
1244,-0.519043,-0.317505,1.389648,-9.53,-4.95,5.16,39.5,4500.0
1248,-0.524292,-0.036133,1.356567,-11.74,1.38,12.11,39.5,4500.0
1252,0.275269,-0.540771,1.268921,4.19,-16.84,-1.98,39.5,4500.0
1256,0.539917,0.119141,0.858765,9.53,3.11,-8.24,39.5,4500.0
1260,-0.084717,0.512817,0.874634,-7.4,12.5,1.36,39.5,4500.0
1264,-0.50293,-0.05481,1.345947,-11.76,1.24,13.82,39.5,4500.0
1268,-0.409668,0.098022,1.185059,-12.98,5.48,14.73,39.5,4500.0
1272,-0.108154,-0.553345,1.345459,-0.11,-14.46,-0.25,39.5,4500.0
1276,0.586548,-0.098022,0.970337,11.22,-2.31,-0.01,39.5,4500.0
1280,0.141113,0.528198,0.782837,-2.83,11.58,-1.66,39.5,4500.0
1284,-0.406006,0.113525,1.194214,-13.34,5.33,14.6,39.5,4500.0
1288,-0.363403,0.352783,1.103394,-13.16,9.23,11.4,39.5,4500.0
1292,-0.361572,-0.5,1.378906,-5.41,-9.11,3.57,39.5,4500.0
1296,0.364502,0.490234,0.805054,2.18,9.83,-2.94,39.5,4500.0
1300,-0.395752,0.15271,1.176392,-13.96,5.82,13.6,39.5,4500.0
1304,-0.146729,-0.555054,1.34668,-1.01,-13.08,-0.39,39.5,4500.0
1308,0.662964,-0.121094,1.011108,50.0,-29.39,-50.0,39.5,4500.0
1312,0.515137,0.25708,0.835327,7.53,6.06,-6.27,39.5,4500.0
1316,-0.15271,0.494019,0.932129,-8.93,10.84,4.37,39.5,4500.0
1320,-0.473267,-0.230957,1.341553,-10.96,-2.24,9.6,39.5,4500.0
1324,0.371094,-0.50647,1.203003,6.87,-14.73,-5.06,39.5,4500.0
1328,0.097412,-0.549072,1.305176,2.05,-16.26,-2.53,39.5,4500.0
1332,0.618652,0.003662,0.91919,9.33,0.82,-8.73,39.5,4500.0
1336,0.010376,0.507202,0.800781,-4.24,12.31,-0.05,39.5,4500.0
1340,-0.471069,0.040527,1.266602,-12.54,3.8,13.61,39.5,4500.0
1344,0.077515,-0.554443,1.310303,1.38,-16.18,-2.47,39.5,4500.0
1348,-0.224121,-0.521851,1.355713,-3.58,-13.19,-0.64,39.5,4500.0
1352,0.661743,-0.190308,1.049683,9.51,-5.51,-9.59,39.5,4500.0
1356,0.240356,0.469727,0.7677,1.17,11.4,-1.53,39.5,4500.0
1360,-0.348511,0.267944,1.129272,-11.94,7.7,14.15,39.5,4500.0
1364,-0.275269,-0.515503,1.356567,-4.1,-12.47,0.27,39.5,4500.0
